urls
https://www.01ventures.com/
http://www.0bs.mx/
https://10100fund.com/
https://www.10d.vc/
https://10xcapital.com/
https://10xinvestor.club/
https://10xvp.com
http://www.14w.com/
https://1616ventures.com/
https://17sigma.com/#who
https://1984.vc
https://www.1flourish.com/
https://www.2048.vc/
https://thetwentyminutevc.com/
https://2xn.vc/#approach
https://www.360capitalpartners.com/
https://www.42phiventures.com/
https://4490ventures.com/
44Ventures.com
https://www.468cap.com/
https://www.4sv.io/
https://www.500ee.co/
https://500.co/team
https://latam.500.co/
https://en.50partners.fr/
https://www.50partners.fr/
https://www.645ventures.com/
https://75andsunny.vc/
https://alisaheli.com
http://www.8vc.com/
https://a7v.co
https://www.a-star.co/
Www.acarioinnovation.com
https://www.accel.com/
https://www.accessvp.com/
https://www.accomplice.co/
https://www.acme.vc/
https://acnext.com/
https://www.acornpacific.ventures/
https://acrewcapital.com/
www.actaiventures.com
https://action.ventures
https://actoncapital.com/
https://www.actoneventures.com
https://www.adaptvc.co/
https://www.adaventures.com/
https://addventure.vc
https://addviaventures.com/team
https://adventure.fund
https://www.adverb.vc/
https://www.aera.vc/
https://aeroxventures.com/about-us/
https://www.aforceventures.com/
https://afore.vc/
https://www.afterdox.com/
https://aglaeventures.com/team/
https://aheadventures.com.br/
https://www.aimoresinvest.com.br/
https://www.alatepartners.com/
https://www.albion.vc/
https://aleph.vc/
https://alleycorp.com/
https://www.allianceofangels.com/team-2/
https://www.allied.vc/
https://www.alliron.vc/
https://alma-angels.com
https://www.alpaca.vc
https://alphasigma.fund/team/#team
http://www.altaclub.vc
http://www.altair.vc/
https://www.av.vc/
https://www.alven.co/
https://www.amadeuscapital.com/team/amelia-armour/
https://www.amasia.vc/
https://www.amathaon.com/
https://anya-capital.com/en/portfolio/Ambridge/
https://www.amfamventures.com/
https://www.amiti.vc/
https://www.amkanventures.com/
https://www.amplifyherventures.com/
https://www.amplovc.com
https://www.anamcaracapital.com/
https://ananda.vc/
https://andavcapital.com/
https://www.a16z.com
https://www.angelinvest.ventures
https://angel.co/
https://angelphysicians.com/
https://hashtagangels.com/
https://www.angelventures.vc/
https://www.anthemis.com/
https://www.antler.co
https://apisholdings.com/
https://www.arborventures.com/
https://www.arc180.vc/
https://archangelnetwork.ca/
https://archimedes.studio
https://www.architectpartners.com
https://ardent.vc
https://argonauticventures.com/
https://www.armorysv.com
https://ascendvietnam.com/
https://www.ascension.vc/
https://astanor.com/
https://www.astellainvest.com/
https://astellainvest.com/
https://www.asylum.vc/
https://atlandventures.com
https://www.foodlabs.com/
https://www.atomico.com/
https://www.atoneventures.com/
https://www.atxventurepartners.com/
https://www.audacious.co/
https://aultkrug.com/
https://www.auspacim.com/
